# field	phot_id	z_best_s	use_phot	use_zgrism	z_best	z_best_l95	z_best_l68	z_best_u68	z_best_u95
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos	27330	3	1	0	2.6128	2.5480	2.5670	2.6580	2.6930
cosmos	27331	3	1	0	0.8692	0.7360	0.8330	0.9140	0.9400
cosmos	27332	3	1	0	3.8684	3.7080	3.7550	3.9850	4.2700
cosmos	27333	3	1	0	0.6013	0.5600	0.5750	0.6290	0.6470
cosmos	27334	3	1	0	0.2777	0.2200	0.2640	0.2980	0.3020
cosmos	27335	3	1	0	1.0848	0.9890	1.0280	1.1330	1.2510
cosmos	27336	3	0	0	0.0100	0.0100	0.0110	0.0250	0.0610
cosmos	27337	3	1	0	0.5767	0.5070	0.5430	0.6080	0.6290
cosmos	27338	3	1	0	0.8819	0.8460	0.8570	0.9090	0.9180
cosmos	27339	3	1	0	1.8328	1.7540	1.7860	1.8780	1.9280
cosmos	27340	3	1	0	1.6450	1.5040	1.5600	1.7220	1.7590
cosmos	27341	3	1	0	1.5084	1.3220	1.4070	1.6020	1.7180
cosmos	27342	3	1	0	4.2750	4.1450	4.1980	4.3520	4.3990
cosmos	27343	3	1	0	0.1211	0.0900	0.1030	0.1410	0.1530
cosmos	27344	3	0	0	2.3328	2.2030	2.2810	2.4020	2.4410
cosmos	27345	3	1	0	0.7402	0.6630	0.6950	0.7880	0.8260
cosmos	27346	3	1	0	1.5219	1.3950	1.4460	1.6000	1.6720
cosmos	27347	3	0	0	0.0202	0.0100	0.0120	0.0320	0.0350
cosmos	27348	3	1	0	1.5489	1.4370	1.4940	1.6030	1.6340
cosmos	27349	3	0	0	2.2365	2.1110	2.1590	2.3150	2.3930
cosmos	27350	3	1	0	1.5055	1.1590	1.3700	1.6360	1.7090
cosmos	27351	3	1	0	3.8639	3.7010	3.7680	3.9630	4.0320
cosmos	27352	3	1	0	1.0332	0.6490	0.8080	1.0680	1.1640
cosmos	27353	2	1	1	0.8067	0.7782	0.7969	0.8379	0.8506
cosmos	27354	2	1	1	1.3965	1.3941	1.3961	1.4913	1.5376
cosmos	27355	3	1	0	0.9713	0.9260	0.9440	0.9970	1.0160
cosmos	27356	3	1	0	2.9832	2.7290	2.8810	3.0850	3.1520
cosmos	27357	3	1	0	2.0053	1.7510	1.8930	2.1100	2.1850
cosmos	27358	3	1	0	0.6423	0.4550	0.5690	0.7130	0.7740
cosmos	27359	3	1	0	3.5791	3.3620	3.4590	3.6930	3.7680
cosmos	27360	3	1	0	1.6750	1.0660	1.2650	2.0920	2.3610
cosmos	27361	3	1	0	1.0174	0.6250	0.8320	1.1510	1.2700
cosmos	27362	3	1	0	2.3333	1.1740	2.0120	2.6200	2.7270
cosmos	27363	1	1	1	0.6933	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27364	3	1	0	1.6449	1.1940	1.4120	1.9010	2.1740
cosmos	27365	3	0	0	0.0412	0.0130	0.0220	0.0600	0.0920
cosmos	27366	3	1	0	1.5740	1.3730	1.4510	1.6610	2.1910
cosmos	27367	2	1	1	1.6314	1.6010	1.6196	1.6539	1.6822
cosmos	27368	2	1	1	0.7968	0.7901	0.7928	0.7983	0.8006
cosmos	27369	3	1	0	2.2120	0.0100	0.0130	2.2730	2.3270
cosmos	27370	3	1	0	0.6754	0.6210	0.6530	0.7000	0.7190
cosmos	27371	3	1	0	3.3069	3.2170	3.2530	3.3670	3.4000
cosmos	27372	3	1	0	0.8986	0.8510	0.8710	0.9270	0.9380
cosmos	27373	3	1	0	1.6756	1.1890	1.4940	1.8460	2.0460
cosmos	27374	3	1	0	3.0046	2.8370	2.9140	3.0920	3.1700
cosmos	27375	3	1	0	1.5983	0.5620	1.4420	1.6770	1.7590
cosmos	27376	3	1	0	0.6641	0.6260	0.6410	0.6890	0.7080
cosmos	27377	3	1	0	0.5379	0.4990	0.5150	0.5620	0.5710
cosmos	27378	3	1	0	0.6345	0.4490	0.6080	0.6750	0.6980
cosmos	27379	3	1	0	0.0218	0.0100	0.0120	0.0350	0.0490
cosmos	27380	3	1	0	2.3254	1.9560	2.2180	2.4460	2.5260
cosmos	27381	3	0	0	3.0689	2.9750	3.0130	3.1250	3.1620
cosmos	27382	3	1	0	0.5219	0.4680	0.4920	0.5520	0.5820
cosmos	27383	3	0	0	0.0442	0.0120	0.0220	0.0630	0.0670
cosmos	27384	3	1	0	0.0293	0.0100	0.0130	0.0490	0.0620
cosmos	27385	3	1	0	1.9210	1.8390	1.8690	1.9620	2.1230
cosmos	27386	3	0	0	0.0659	0.0470	0.0510	0.0820	0.1000
cosmos	27387	3	0	0	1.5264	1.2200	1.3560	1.5880	1.6220
cosmos	27388	3	1	0	0.0831	0.0260	0.0550	0.1140	0.1280
cosmos	27389	2	1	1	0.9542	0.9414	0.9511	1.0557	1.0943
cosmos	27390	3	1	0	3.3544	3.1680	3.2520	3.4640	3.5500
cosmos	27391	3	1	0	1.8779	1.2760	1.4910	2.2600	2.5380
cosmos	27392	3	1	0	1.0734	0.9570	0.9940	1.1480	1.2000
cosmos	27393	3	0	0	1.0352	0.9980	1.0070	1.0630	1.0760
cosmos	27394	3	1	0	0.8734	0.5450	0.7350	0.9920	1.0360
cosmos	27395	3	0	0	0.7670	0.5940	0.6730	0.8660	0.9330
cosmos	27396	3	0	0	0.5196	0.4970	0.5010	0.5380	0.5490
cosmos	27397	3	1	0	1.7828	1.1880	1.4200	2.0880	2.3330
cosmos	27398	3	1	0	0.4070	0.2460	0.2940	0.5520	0.6270
cosmos	27399	3	1	0	1.9340	0.0950	0.1170	2.0360	2.2480
cosmos	27400	3	1	0	1.4728	1.2410	1.3210	1.6240	1.7260
cosmos	27401	3	1	0	0.0762	0.0490	0.0600	0.0930	0.0990
cosmos	27402	3	0	0	0.3885	0.3620	0.3720	0.4060	0.4160
cosmos	27403	2	1	1	0.9848	0.9735	0.9793	0.9895	0.9946
cosmos	27404	3	1	0	2.6547	2.5080	2.5690	2.7350	2.7920
cosmos	27405	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27406	3	0	0	1.6292	1.4010	1.5790	1.6980	1.7660
cosmos	27407	3	1	0	0.7758	0.6850	0.7520	0.8070	0.8250
cosmos	27408	3	1	0	2.6001	2.4560	2.5080	2.6950	2.7610
cosmos	27409	3	1	0	0.7976	0.6530	0.7330	0.8640	0.9170
cosmos	27410	3	1	0	0.5243	0.4860	0.5020	0.5470	0.5560
cosmos	27411	3	1	0	0.5876	0.5100	0.5390	0.6180	0.7600
cosmos	27412	3	1	0	0.9801	0.9220	0.9430	1.0140	1.0790
cosmos	27413	3	1	0	2.2577	2.1070	2.1860	2.3320	2.3790
cosmos	27414	3	1	0	2.6362	2.5160	2.5700	2.7060	2.7670
cosmos	27415	3	1	0	0.3633	0.2530	0.3100	0.4250	0.4720
cosmos	27416	3	0	0	2.5385	2.4880	2.4970	2.5810	2.5900
cosmos	27417	3	1	0	1.8475	1.3640	1.5770	2.1060	2.2570
cosmos	27418	3	1	0	3.2263	0.3330	3.1330	3.2940	3.3520
cosmos	27419	3	1	0	0.8972	0.8530	0.8700	0.9260	0.9380
cosmos	27420	3	1	0	0.3728	0.3450	0.3570	0.3900	0.3950
cosmos	27421	3	0	0	0.0614	0.0460	0.0490	0.0740	0.0770
cosmos	27422	3	1	0	3.5820	3.4770	3.5200	3.6470	3.6920
cosmos	27423	3	1	0	2.6392	2.4160	2.5450	2.7350	2.8040
cosmos	27424	3	1	0	4.0557	3.8550	3.9650	4.1510	4.1890
cosmos	27425	3	0	0	0.0508	0.0360	0.0390	0.0640	0.0660
cosmos	27426	3	1	0	0.7638	0.7040	0.7240	0.8050	0.8440
cosmos	27427	3	1	0	3.0231	0.5930	2.9000	3.1330	3.2100
cosmos	27428	3	1	0	2.2662	2.1640	2.2110	2.3220	2.3580
cosmos	27429	3	1	0	0.6837	0.6130	0.6440	0.7260	0.7530
cosmos	27430	2	1	1	0.6454	0.6390	0.6420	0.6506	0.6644
cosmos	27431	3	0	0	1.0537	0.0790	0.5360	1.4860	1.6050
cosmos	27432	3	1	0	0.9408	0.5930	0.8610	1.0190	1.0500
cosmos	27433	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27434	3	1	0	1.5920	1.4500	1.5320	1.6530	1.6850
cosmos	27435	3	1	0	0.8483	0.4750	0.5940	1.0580	1.9010
cosmos	27436	3	1	0	0.4393	0.1750	0.1860	0.4560	0.4760
cosmos	27437	3	1	0	0.3420	0.2900	0.3100	0.3760	0.3930
cosmos	27438	3	1	0	1.6443	1.1020	1.3290	1.9480	2.1880
cosmos	27439	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27440	3	0	0	0.0485	0.0150	0.0370	3.0780	3.2760
cosmos	27441	3	1	0	1.1084	0.9930	1.0160	1.1960	1.2220
cosmos	27442	3	0	0	2.6346	2.5270	2.5670	2.7000	2.7490
cosmos	27443	3	1	0	4.2667	3.8670	3.9970	4.5820	4.8300
cosmos	27444	3	1	0	0.8926	0.8290	0.8580	0.9270	0.9440
cosmos	27445	3	1	0	1.6143	1.4660	1.5410	1.6890	1.7630
cosmos	27446	3	0	0	1.5247	1.2860	1.3660	1.6520	1.6840
cosmos	27447	3	1	0	5.5949	5.3960	5.4780	5.7120	5.7860
cosmos	27448	3	1	0	0.1631	0.1440	0.1480	0.1770	0.1870
cosmos	27449	3	1	0	1.8738	0.2500	1.6070	2.2840	2.6460
cosmos	27450	3	1	0	0.2693	0.0630	0.1510	0.3910	0.6210
cosmos	27451	3	0	0	2.7950	2.7390	2.7500	2.8400	2.8500
cosmos	27452	3	1	0	3.1859	3.1030	3.1370	3.2390	3.2520
cosmos	27453	3	1	0	1.0272	0.9980	1.0030	1.0510	1.0570
cosmos	27454	3	1	0	1.5501	1.3740	1.4390	1.6500	1.8190
cosmos	27455	3	1	0	0.0100	0.0100	0.0110	0.0260	0.0350
cosmos	27456	3	1	0	2.0883	1.4690	1.8800	2.2900	2.3960
cosmos	27457	2	1	1	0.9798	0.9748	0.9767	0.9812	0.9831
cosmos	27458	3	1	0	1.9599	1.6100	1.8050	2.1180	2.3510
cosmos	27459	3	0	0	3.1116	2.9750	3.0540	3.1740	3.2090
cosmos	27460	3	1	0	1.1862	1.0890	1.1420	1.2350	1.2640
cosmos	27461	3	1	0	0.9028	0.8480	0.8730	0.9330	0.9530
cosmos	27462	3	1	0	1.6940	1.5560	1.6130	1.7720	1.8330
cosmos	27463	3	1	0	1.3816	1.3070	1.3370	1.4280	1.4600
cosmos	27464	3	1	0	1.2011	1.1630	1.1720	1.2270	1.2470
cosmos	27465	3	1	0	0.7293	0.6920	0.7070	0.7510	0.7710
cosmos	27466	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27467	3	0	0	1.2766	1.2170	1.2400	1.3130	1.3560
cosmos	27468	3	1	0	0.7276	0.6990	0.7070	0.7490	0.7540
cosmos	27469	3	1	0	1.0440	0.9990	1.0150	1.0740	1.0950
cosmos	27470	3	0	0	1.6632	1.3520	1.4620	1.8430	1.9890
cosmos	27471	3	0	0	0.0467	0.0130	0.0260	0.0730	0.5700
cosmos	27472	3	1	0	0.6568	0.6210	0.6360	0.6800	0.6940
cosmos	27473	3	0	0	0.0614	0.0460	0.0490	0.0740	0.0770
cosmos	27474	3	1	0	0.3026	0.2270	0.2460	0.3640	0.4200
cosmos	27475	3	0	0	2.9956	2.9300	2.9440	3.0430	3.0800
cosmos	27476	3	0	0	2.3210	1.4990	2.1980	2.5030	2.6200
cosmos	27477	3	1	0	3.3591	3.2540	3.2980	3.4240	3.4660
cosmos	27478	3	1	0	0.2199	0.2020	0.2060	0.2350	0.2380
cosmos	27479	3	1	0	1.2845	1.0210	1.1350	1.4280	1.7490
cosmos	27480	3	1	0	0.0227	0.0100	0.0120	0.0350	0.0510
cosmos	27481	3	1	0	2.7525	2.6370	2.6820	2.8220	2.8560
cosmos	27482	3	0	0	0.9944	0.8680	0.9100	1.0560	1.1030
cosmos	27483	3	0	0	0.4030	0.3820	0.3860	0.4210	0.4330
cosmos	27484	3	1	0	3.0104	2.8350	2.9140	3.1040	3.1850
cosmos	27485	3	0	0	1.8576	1.5200	1.8020	1.9190	1.9650
cosmos	27486	3	1	0	1.7225	1.4240	1.5570	1.8680	1.9910
cosmos	27487	3	1	0	2.8674	0.3430	2.5710	3.0800	3.2250
cosmos	27488	2	1	1	0.6628	0.4958	0.6340	0.6903	0.7973
cosmos	27489	3	0	0	3.0489	0.0110	0.0240	3.1190	3.1680
cosmos	27490	2	1	1	0.7134	0.6631	0.6869	0.7153	0.7192
cosmos	27491	3	1	0	2.8764	2.7450	2.8030	2.9570	3.0240
cosmos	27492	2	1	1	0.7229	0.7141	0.7191	0.7269	0.7318
cosmos	27493	3	1	0	0.2825	0.1360	0.2110	0.3540	3.1760
cosmos	27494	3	1	0	0.7966	0.6380	0.7000	0.8670	0.9130
cosmos	27495	3	0	0	2.1643	2.0970	2.1170	2.2120	2.2440
cosmos	27496	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27497	3	1	0	0.7054	0.6580	0.6790	0.7320	0.7500
cosmos	27498	2	1	1	1.1149	1.0236	1.0478	1.1201	1.1649
cosmos	27499	3	1	0	0.4042	0.3690	0.3830	0.4380	0.5740
cosmos	27500	3	1	0	1.4645	1.4130	1.4260	1.5030	1.5340
cosmos	27501	3	1	0	0.4127	0.3840	0.3960	0.4330	0.4440
cosmos	27502	3	1	0	1.0425	0.9710	0.9940	1.2060	1.7010
cosmos	27503	3	1	0	1.1671	1.0850	1.1220	1.2160	1.2670
cosmos	27504	2	1	1	1.4230	1.3642	1.4219	1.5000	1.5311
cosmos	27505	3	1	0	1.6101	1.4610	1.5450	1.6760	1.7250
cosmos	27506	3	1	0	0.8298	0.6880	0.7350	0.9180	0.9730
cosmos	27507	3	1	0	2.1285	1.9140	1.9390	2.5780	2.6590
cosmos	27508	3	0	0	1.9379	1.8300	1.8720	2.0030	2.0550
cosmos	27509	3	1	0	3.5452	3.3950	3.4600	3.6330	3.6920
cosmos	27510	3	1	0	1.4580	1.4140	1.4230	1.4940	1.5350
cosmos	27511	3	1	0	0.2304	0.2050	0.2160	0.2460	0.2500
cosmos	27512	3	1	0	2.8718	2.7920	2.8230	2.9210	2.9550
cosmos	27513	3	1	0	0.9251	0.8160	0.8930	0.9640	0.9840
cosmos	27514	3	1	0	1.5940	1.3900	1.5360	1.6600	1.7090
cosmos	27515	3	0	0	0.0201	0.0100	0.0120	0.0560	0.0650
cosmos	27516	3	1	0	0.7530	0.7200	0.7290	0.7770	0.7880
cosmos	27517	3	1	0	0.3749	0.1180	0.2130	0.5650	0.6980
cosmos	27518	3	0	0	1.3512	1.2860	1.3140	1.3880	1.4100
cosmos	27519	3	0	0	0.2184	0.1970	0.2050	0.2340	0.2380
cosmos	27520	3	0	0	2.7919	2.7380	2.7490	2.8380	2.8490
cosmos	27521	3	1	0	0.6907	0.6510	0.6710	0.7130	0.7190
cosmos	27522	3	1	0	1.4641	1.2320	1.3310	1.5860	1.6970
cosmos	27523	3	1	0	3.5737	3.4430	3.4950	3.6500	3.6980
cosmos	27524	3	1	0	0.8388	0.7910	0.8110	0.8620	0.9210
cosmos	27525	3	1	0	0.8656	0.7030	0.8140	0.9190	0.9520
cosmos	27526	3	1	0	0.3726	0.3170	0.3480	0.3970	0.4100
cosmos	27527	3	1	0	3.0831	2.9350	3.0090	3.1560	3.2010
cosmos	27528	3	1	0	0.7602	0.7110	0.7320	0.7880	0.8080
cosmos	27529	3	1	0	0.7344	0.7030	0.7100	0.7580	0.7780
cosmos	27530	3	1	0	2.1877	0.2110	1.7370	2.5780	2.7100
cosmos	27531	3	1	0	2.2135	2.0920	2.1440	2.2820	2.3390
cosmos	27532	3	1	0	0.8349	0.8090	0.8140	0.8570	0.8620
cosmos	27533	3	1	0	0.6755	0.6420	0.6560	0.6970	0.7020
cosmos	27534	2	1	1	1.1760	1.0390	1.1448	1.2294	1.2438
cosmos	27535	3	0	0	0.2324	0.2150	0.2180	0.2470	0.2500
cosmos	27536	3	1	0	1.8631	1.5170	1.6930	2.0200	2.2460
cosmos	27537	3	1	0	1.7040	1.4710	1.6000	1.8110	1.9140
cosmos	27538	3	0	0	0.0548	0.0110	0.0190	0.0770	0.0940
cosmos	27539	3	1	0	1.0636	0.7520	1.0040	1.1130	1.1680
cosmos	27540	3	0	0	1.8375	1.5880	1.6240	2.1030	2.2270
cosmos	27541	3	0	0	0.0558	0.0220	0.0430	0.0720	0.0770
cosmos	27542	3	0	0	0.0615	0.0460	0.0490	0.0740	0.0770
cosmos	27543	3	1	0	0.0100	0.0100	0.0120	0.1260	0.1370
cosmos	27544	3	0	0	0.0615	0.0460	0.0490	0.0740	0.0770
cosmos	27545	3	0	0	2.9251	0.2740	0.2850	2.9630	3.0010
cosmos	27546	3	1	0	0.1463	0.0500	0.0850	0.2480	0.3120
cosmos	27547	3	1	0	3.3180	3.2140	3.2580	3.3800	3.4230
cosmos	27548	3	1	0	0.2077	0.1000	0.1300	0.3030	0.3410
cosmos	27549	3	1	0	0.3723	0.3420	0.3530	0.3930	0.4070
cosmos	27550	3	1	0	0.8536	0.7410	0.7900	0.9230	0.9880
cosmos	27551	3	1	0	5.4453	5.3360	5.3600	5.5240	5.5850
cosmos	27552	3	1	0	3.1557	3.0280	3.0900	3.2280	3.2750
cosmos	27553	3	0	0	0.4669	0.4400	0.4520	0.4890	0.4950
cosmos	27554	1	1	1	0.5074	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27555	3	0	0	0.7126	0.6870	0.6920	0.7330	0.7440
cosmos	27556	3	1	0	0.8016	0.7580	0.7740	0.8310	0.8590
cosmos	27557	3	1	0	4.3625	4.1650	4.2440	4.4900	4.6100
cosmos	27558	3	1	0	4.4676	4.3060	4.3740	4.5610	4.6160
cosmos	27559	3	1	0	1.1129	1.0050	1.0470	1.1840	1.2520
cosmos	27560	3	1	0	3.8138	3.6460	3.6830	3.9490	3.9850
cosmos	27561	2	1	1	1.5282	1.4895	1.5058	1.5435	1.5668
cosmos	27562	3	1	0	1.2377	1.2020	1.2120	1.2650	1.2720
cosmos	27563	3	1	0	0.7356	0.5980	0.7030	0.7710	0.8540
cosmos	27564	3	1	0	1.3938	1.2640	1.3120	1.4920	1.5740
cosmos	27565	3	1	0	0.7358	0.5860	0.6790	0.7930	0.8430
cosmos	27566	3	1	0	1.5088	1.3810	1.4640	1.5570	1.5840
cosmos	27567	3	1	0	1.9608	1.9480	1.9570	2.0520	2.1860
cosmos	27568	3	1	0	1.4262	0.9270	1.1440	1.6860	2.0690
cosmos	27569	3	0	0	0.7336	0.6780	0.7040	0.7670	0.7970
cosmos	27570	2	1	1	0.8889	0.8784	0.8838	0.8907	0.8935
cosmos	27571	3	0	0	2.9059	2.8180	2.8540	2.9610	3.0000
cosmos	27572	3	0	0	2.7548	2.4180	2.4740	2.8010	2.8310
cosmos	27573	3	1	0	2.6794	2.5040	2.5920	2.7690	2.8370
cosmos	27574	3	1	0	0.5194	0.4610	0.4890	0.5490	0.5590
cosmos	27575	3	1	0	0.8825	0.7720	0.8150	0.9520	0.9860
cosmos	27576	3	1	0	0.5427	0.4970	0.5150	0.5700	0.5870
cosmos	27577	3	1	0	0.1988	0.1580	0.1800	0.2190	0.2250
cosmos	27578	3	1	0	1.7313	1.4280	1.5810	1.8580	2.0290
cosmos	27579	3	1	0	0.5674	0.2700	0.4090	0.6820	1.0820
cosmos	27580	3	1	0	0.9722	0.8740	0.9300	1.0160	1.0560
cosmos	27581	3	1	0	1.3077	1.1300	1.2180	1.3950	1.5340
cosmos	27582	3	1	0	2.1491	1.4350	1.8060	2.4470	2.6200
cosmos	27583	3	0	0	2.8329	2.7350	2.7760	2.8920	2.9250
cosmos	27584	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27585	3	1	0	0.0615	0.0460	0.0490	0.0740	0.0770
cosmos	27586	3	1	0	0.6572	0.5880	0.6110	0.7030	0.7830
cosmos	27587	3	1	0	0.7424	0.5010	0.6270	0.8590	0.9200
cosmos	27588	3	1	0	1.1004	0.6060	0.8880	1.2930	1.5880
cosmos	27589	3	1	0	3.7768	3.6150	3.6840	3.8720	3.9510
cosmos	27590	2	1	1	1.7128	1.7029	1.7082	1.7168	1.7218
cosmos	27591	3	1	0	0.4595	0.4390	0.4430	0.4770	0.4810
cosmos	27592	3	1	0	0.7206	0.4800	0.5930	0.8890	4.4850
cosmos	27593	3	1	0	1.9213	1.6490	1.8200	2.0380	2.1270
cosmos	27594	3	1	0	1.8749	1.7630	1.8230	1.9290	1.9600
cosmos	27595	3	1	0	1.9541	1.8400	1.8770	2.0560	2.1510
cosmos	27596	3	0	0	0.0615	0.0460	0.0490	0.0740	0.0770
cosmos	27597	3	1	0	0.2191	0.1960	0.2050	0.2340	0.2380
cosmos	27598	3	0	0	2.7385	2.6690	2.7010	2.7950	2.8100
cosmos	27599	3	0	0	0.0201	0.0100	0.0120	0.0320	0.0350
cosmos	27600	2	1	1	0.1052	0.0985	0.1021	0.1139	0.1247
cosmos	27601	3	0	0	0.8363	0.7090	0.8260	0.8750	0.8860
cosmos	27602	3	1	0	2.5829	2.5320	2.6060	2.9530	3.0460
cosmos	27603	3	1	0	3.1559	3.0880	3.1020	3.2070	3.2440
cosmos	27604	3	0	0	0.2630	0.2280	0.2420	0.2830	0.2930
cosmos	27605	3	1	0	0.4248	0.2910	0.3770	0.4740	0.5550
cosmos	27606	3	1	0	0.8866	0.8460	0.8610	0.9220	0.9360
cosmos	27607	3	1	0	0.1178	0.0900	0.0980	0.1440	0.1540
cosmos	27608	3	1	0	0.6595	0.6230	0.6370	0.6830	0.6990
cosmos	27609	3	1	0	0.4129	0.3820	0.3900	0.4350	0.4500
cosmos	27610	3	0	0	1.6324	1.4830	1.5490	1.7140	1.8050
cosmos	27611	3	0	0	1.6609	1.6130	1.6250	1.6960	1.7150
cosmos	27612	3	0	0	0.2451	0.0470	0.0690	0.4570	0.7310
cosmos	27613	3	1	0	1.7212	1.5110	1.6130	1.8310	1.9140
cosmos	27614	3	1	0	1.2248	1.0430	1.0990	1.3410	1.4340
cosmos	27615	3	0	0	0.0614	0.0460	0.0490	0.0740	0.0770
cosmos	27616	3	1	0	1.8245	1.3210	1.4940	2.2080	2.4720
cosmos	27617	3	1	0	4.3063	4.1040	4.1790	4.4370	4.5070
cosmos	27618	3	1	0	0.8945	0.8280	0.8540	0.9340	0.9580
cosmos	27619	3	0	0	1.7076	1.5840	1.6210	1.7240	1.7350
cosmos	27620	3	1	0	5.8494	5.7120	5.8040	5.9520	5.9600
cosmos	27621	3	1	0	0.5681	0.4960	0.5430	0.5970	0.6230
cosmos	27622	3	1	0	0.2819	0.1220	0.1600	0.5810	3.1320
cosmos	27623	3	1	0	1.7519	1.6060	1.6910	1.8190	1.8780
cosmos	27624	3	1	0	0.6789	0.6430	0.6570	0.7000	0.7180
cosmos	27625	3	1	0	0.2196	0.1980	0.2050	0.2360	0.2990
cosmos	27626	3	1	0	0.2727	0.1160	0.1610	0.3600	0.3930
cosmos	27627	3	1	0	2.3234	2.1230	2.2410	2.4100	2.4810
cosmos	27628	3	1	0	0.2824	0.2640	0.2670	0.2980	0.3010
cosmos	27629	3	1	0	1.2484	1.1220	1.1880	1.3090	1.4000
cosmos	27630	3	0	0	0.7282	0.7030	0.7080	0.7490	0.7540
cosmos	27631	3	1	0	0.6356	0.5410	0.6150	0.6640	0.6800
cosmos	27632	3	1	0	2.2698	2.0110	2.1360	2.4170	2.5260
cosmos	27633	2	1	1	1.3002	1.2972	1.2987	1.3016	1.3031
cosmos	27634	3	1	0	1.5552	0.1300	0.5210	2.4150	2.7180
cosmos	27635	3	1	0	1.5087	1.1940	1.3120	1.7420	1.9540
cosmos	27636	3	1	0	1.5948	1.4280	1.5030	1.6870	1.8510
cosmos	27637	3	0	0	1.7674	1.3230	1.5360	2.0050	2.2710
cosmos	27638	3	1	0	0.2182	0.1600	0.2030	0.2350	0.2460
cosmos	27639	3	1	0	0.4739	0.4430	0.4550	0.4920	0.5210
cosmos	27640	3	1	0	0.9582	0.7800	0.8530	1.0710	1.1490
cosmos	27641	3	1	0	0.6005	0.5590	0.5770	0.6250	0.6360
cosmos	27642	3	0	0	0.5775	0.0840	0.1420	0.5810	0.7080
cosmos	27643	3	1	0	0.9398	0.8830	0.9070	0.9720	0.9930
cosmos	27644	3	0	0	0.5147	0.4370	0.4740	0.5220	0.5250
cosmos	27645	3	1	0	3.0603	0.2920	0.3860	3.1600	3.2280
cosmos	27646	3	1	0	0.3003	0.2770	0.2830	0.3180	0.3270
cosmos	27647	3	1	0	1.5054	1.3280	1.4040	1.6080	1.6650
cosmos	27648	3	0	0	0.0619	0.0460	0.0490	0.0750	0.0840
cosmos	27649	3	1	0	1.5424	1.1050	1.3100	1.7440	1.8710
cosmos	27650	3	1	0	0.7175	0.6860	0.6940	0.7410	0.7530
cosmos	27651	3	1	0	0.7472	0.4160	0.5520	0.9670	1.0580
cosmos	27652	3	1	0	1.2141	1.1020	1.1230	1.2860	1.3070
cosmos	27653	3	1	0	1.5359	1.2430	1.3460	1.7400	1.9360
cosmos	27654	3	1	0	0.2509	0.0180	0.0960	0.3470	0.3810
cosmos	27655	3	1	0	0.5316	0.1800	0.4200	0.6510	0.7380
cosmos	27656	3	1	0	0.5541	0.4290	0.5020	0.6140	0.6610
cosmos	27657	3	1	0	0.8291	0.0640	0.1720	1.1200	1.2030
cosmos	27658	3	1	0	0.6736	0.4280	0.5660	0.7830	0.8720
cosmos	27659	3	1	0	0.4088	0.1030	0.3440	0.5150	0.5560
cosmos	27660	3	1	0	3.1120	3.0160	3.0540	3.1690	3.2070
cosmos	27661	3	0	0	2.9003	2.8190	2.8530	2.9530	2.9670
cosmos	27662	3	1	0	1.8041	1.3380	1.5920	2.0110	2.1690
cosmos	27663	3	1	0	0.5115	0.0570	0.1260	0.2730	0.2880
cosmos	27664	3	1	0	1.9185	1.4900	1.8350	2.0280	2.0860
cosmos	27665	3	1	0	0.5931	0.4870	0.5550	0.6320	0.6690
cosmos	27666	3	1	0	0.2087	0.1910	0.1940	0.2230	0.2280
cosmos	27667	3	1	0	5.6793	5.4880	5.5670	5.8490	5.9420
cosmos	27668	3	0	0	0.0205	0.0100	0.0120	0.0330	0.0590
cosmos	27669	2	1	1	3.6856	3.6690	3.6764	3.6931	3.7018
cosmos	27670	3	1	0	0.8841	0.7510	0.8480	0.9290	0.9570
cosmos	27671	3	1	0	3.2922	3.1290	3.2140	3.3750	3.4330
cosmos	27672	3	1	0	4.7633	4.5820	4.6570	4.8720	4.9460
cosmos	27673	3	1	0	0.6590	0.4500	0.5830	0.7260	0.8150
cosmos	27674	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
cosmos	27675	3	1	0	1.7333	1.4720	1.6190	1.8570	2.0030
cosmos	27676	3	1	0	0.2317	0.2140	0.2180	0.2470	0.2500
cosmos	27677	3	1	0	1.7587	1.6650	1.6990	1.8210	1.9050
cosmos	27678	3	1	0	3.3259	3.1510	3.2310	3.4200	3.4910
cosmos	27679	3	1	0	1.4512	1.2910	1.3560	1.5470	1.6440
cosmos	27680	3	1	0	1.6717	1.3190	1.4410	1.9220	2.0580
cosmos	27681	3	1	0	3.6085	3.5170	3.5460	3.6760	3.6970
cosmos	27682	3	1	0	3.1082	3.0490	3.0600	3.1570	3.1680
cosmos	27683	3	1	0	3.0091	2.8910	2.9420	3.0770	3.1210
cosmos	27684	0	0	0	-1.0000	-1.0000	-1.0000	-1.0000	-1.0000
